population,suicides/100kpop,gdp_for_year($),gdp_per_capita($),suicides_no
6969293,242.66000000000003,352914820747,50639,1269
7023166,242.27000000000004,394163688621,56123,1284
7071991,246.19,408689353999,57790,1299
7118477,241.62999999999997,430921192375,60536,1309
7183595,255.81,479913034322,66807,1360
7274875,237.51,554363487120,76202,1314
7364558,180.12999999999997,541506500414,73529,1105
7439147,160.52000000000004,583782977866,78474,1006
7518040,168.21999999999997,699579638638,93053,1034
7595591,165.38999999999996,668043614123,87951,1038
7681318,170.26000000000002,688504173431,89634,1071
7809621,162.10000000000002,709182559935,90809,1032
7892502,164.66,679289166858,86068,1073
46303443,82.54,38900692712,840,2982
47331465,71.91000000000001,43096746122,911,2798
48376410,81.82,50535438696,1045,3035
51228668,95.91999999999999,85343063966,1666,3753
51947693,86.46,98234695722,1891,3559
52570440,83.1,111452869378,2120,3550
52691000,56.27000000000001,146683499006,2784,2307
54366057,93.52000000000001,169278552851,3114,4245
55070703,93.05,183035154107,3324,4443
55859088,86.37,150180268649,2689,4150
56691783,99.55999999999999,113675706127,2005,4963
57507860,109.03,126668932160,2203,5276
58262135,106.10000000000001,126392308498,2169,5182
58263389,103.11999999999999,134300851255,2305,4902
60158951,91.16,152280653544,2531,4484
60686373,86.06,172895476153,2849,4296
61182665,77.99,189318499954,3094,3937
61636512,69.04000000000002,221758486880,3598,3608
58941621,79.14000000000001,262942650544,4461,3754
59216773,78.17999999999999,291383081232,4921,3778
59483718,78.56,281710095725,4736,3787
59769764,80.49999999999999,341105009515,5707,3761
60261832,77.59000000000002,370818747397,6153,3873
60382255,80.68999999999997,397558094270,6584,3985
60766487,79.56000000000002,420333333333,6917,3961
61139919,76.96000000000001,407339361696,6662,3952
61261276,81.15000000000002,401399422443,6552,4205
53442001,77.32,411755164833,6713,4117
1008000,30.17,7375918367,7317,29
1061600,123.13,4794444444,4516,104
1078300,155.54000000000002,4797777778,4449,119
1095600,228.74999999999997,4496852073,4104,164
1070000,198.16,4323058824,4040,173
1088500,186.38000000000005,5068000000,4656,170
1102000,153.53999999999996,5307905882,4817,148
1132600,194.39000000000001,5439552941,4803,163
1148300,161.52999999999997,4669488516,4066,174
1162900,159.4,4947205860,4254,148
1149173,242.93,5329214163,4637,184
1156185,196.35999999999999,5759537726,4982,146
1162267,189.39000000000001,5737751332,4937,160
1167924,196.04000000000002,6043694330,5175,171
1173276,145.32,6808982521,5803,139
1178363,198.31999999999996,8154338233,6920,166
1183354,205.32999999999998,8824873259,7458,179
1188800,159.01,9008273721,7578,156
1194458,158.24999999999997,11305459802,9465,144
1200116,188.28000000000003,13280275123,11066,168
1205471,144.14000000000001,15982282462,13258,136
1209301,133.89000000000001,18369070085,15190,141
1213988,143.58,21642304046,17827,131
1219336,178.25,27870257894,22857,199
1225097,120.24000000000001,19175196446,15652,128
1231002,150.50000000000003,22157948396,18000,160
1237186,138.69000000000003,25433011405,20557,139
65962419,21.29,644639902581,9773,1050
66975131,31.69,771901768698,11525,1524
68034357,23.07,832523681194,12237,1148
68976439,28.4,873982246102,12671,1450
69880352,35.42,950579413279,13603,1810
70931420,30.830000000000005,934185915467,13170,1617
71880464,28.470000000000002,859796872794,11961,1532
2859100,173.60999999999999,2331358820,815,272
2926300,162.45,3010982414,1029,270
2999000,135.33000000000004,3006988217,1003,253
3079800,172.01,3189539641,1036,298
3162500,126.94000000000001,3208098919,1014,273
3252900,111.85,3200539816,984,271
3331100,115.42999999999999,3179225949,954,240
3423100,116.91999999999999,2561118608,748,234
3818200,90.44000000000001,2482228440,650,244
3913000,103.64000000000001,2379281768,608,283
4006400,100.97,2450084970,612,333
4099200,136.50000000000003,2605688065,636,405
3958754,145.06,2450686660,619,442
4026478,112.13,2904662605,721,383
4095981,133.46,3534803922,863,445
4143692,115.43,4461978499,1077,416
4177740,107.02000000000002,5977560877,1431,377
4211000,112.79999999999998,6838351088,1624,392
4252530,134.19000000000003,8104355717,1906,468
4287650,143.84,10277598152,2397,506
4342657,96.69000000000001,12664165103,2916,354
4412135,117.58000000000001,19271523179,4368,484
4484467,42.54,20214385965,4508,165
4551185,45.74999999999999,22583157895,4962,178
4626095,31.630000000000006,29233333333,6319,130
4690058,30.6,35164210526,7498,138
4748055,23.289999999999996,39197543860,8255,101
4811227,28.15,43524210526,9046,136
4886514,28.480000000000008,35799628571,7326,133
47374200,294.03999999999996,64087694038,1353,10050
47549900,286.72,74703517903,1571,9751
47761700,316.32,82709161099,1732,10887
47971600,296.70000000000005,81456918679,1698,10645
48200600,297.91,77464561150,1607,10700
48487300,322.49000000000007,73942235330,1525,11666
48680500,352.11,65648559903,1349,12469
48619000,384.29,52549555149,1081,13826
48415300,396.66999999999996,48213868178,996,14541
48174500,403.41999999999996,44558077827,925,15160
47923000,395.67,50150399792,1046,14903
47675400,390.15,41883241472,879,14789
47415400,376.06,31580639045,666,14363
47125400,377.19000000000005,31261527363,663,14467
46805969,348.14,38009344577,812,13131
46060017,344.04999999999995,42392896031,920,12536
45697383,337.0700000000001,50132953288,1097,12313
45322826,307.05,64883060726,1432,11256
44939270,297.18,86142018069,1917,10621
44560034,282.78999999999996,107753069307,2418,10013
44198672,281.12,142719009901,3229,10032
43856123,274.5,179992405832,4104,9454
43557944,279.25999999999993,117227769792,2691,9715
43296809,263.07000000000005,136013155905,3141,9089
43074791,263.99999999999994,163159671670,3788,8973
42915935,268.4700000000001,175781379051,4096,9058
40464165,250.5,133503411376,3299,7968
40345446,244.72,91030959455,2256,7574
4280433,16.05,180617018380,42196,96
4923879,16.55,222116541865,45110,90
5695389,15.99,257916133424,45285,101
6510358,11.86,315474615739,48457,100
7252480,11.730000000000002,253547358747,34960,124
7839736,22.71,289787338325,36964,111
53006535,116.45,489285164271,9231,5105
53119533,112.01,601452653181,11323,4839
53239668,103.81,745162608269,13996,4594
53310780,114.55,910122732124,17072,4971
53425129,99.19000000000001,926884816754,17349,4361
53557854,103.34000000000002,1093169389205,20411,4643
53903427,98.80000000000001,1142797178131,21201,4547
54076358,98.75,1179659529660,21815,4628
54283982,96.85,1061388722256,19553,4462
54497293,94.76000000000002,1140489745944,20927,4380
54746964,92.34,1335218557677,24389,4315
55012207,88.32000000000001,1408781591264,25609,4165
55266635,88.77999999999999,1552483628029,28091,4143
55527379,90.76,1638511096390,29508,4389
55833339,92.44000000000001,1665623685488,29832,4448
56133909,87.33,1647951278560,29358,4290
55571993,85.14,1621510004318,29179,4128
55908944,82.71,1768408273381,31630,4117
56171771,80.14999999999999,2038395102041,36289,3979
56455011,82.72,2398555474185,42486,4183
56809024,79.15999999999998,2520701818182,44372,4047
57091129,78.17,2692612695492,47163,4122
57382757,74.92,3074359743898,53576,3897
57683372,80.71000000000001,2890564338235,50111,4259
58013559,78.00000000000001,2382825985356,41074,4246
58403529,77.41000000000001,2441173394730,41798,4188
58881852,78.28999999999999,2619700404733,44491,4393
59708630,79.47,2662085168499,44585,4444
60091793,84.91999999999999,2739818680930,45594,4824
60570482,83.92999999999999,3022827781881,49906,4788
61082942,86.74,2885570309161,47240,4910
220723000,184.72000000000006,4346734000000,19693,29446
222953000,191.65000000000003,4590155000000,20588,30892
225148000,191.65999999999997,4870217000000,21631,30783
227353000,187.71000000000004,5252629000000,23103,30388
229487000,182.44,5657693000000,24654,30218
229952200,187.80000000000004,5979589000000,26004,30895
232955000,183.76999999999998,6174043000000,26503,30790
235565600,177.77,6539299000000,27760,30471
238092300,179.11999999999998,6878718000000,28891,31084
240614100,176.03000000000003,7308755000000,30375,31123
243164200,173.09000000000003,7664060000000,31518,31272
245997800,166.44999999999996,8100201000000,32928,30879
248486400,161.95999999999998,8608515000000,34644,30517
251332500,160.50999999999996,9089168000000,36164,30558
253748671,150.77000000000004,9660624000000,38072,29183
262246108,146.57999999999998,10284779000000,39218,29343
265427546,148.21999999999997,10621824000000,40018,30607
268759559,150.01999999999998,10977514000000,40845,31645
271041510,145.64,11510670000000,42468,31477
273584136,146.90000000000003,12274928000000,44867,32428
276106680,146.68,13093726000000,47423,32629
278980848,145.13000000000002,13855888000000,49666,33292
280658606,149.12,14477635000000,51585,34596
282355565,153.24,14718582000000,52128,36030
285162662,154.19,14418739000000,50563,36900
287839149,158.89000000000001,14964372000000,51989,38362
290313825,162.35999999999999,15517926000000,53452,39508
292827128,165.14,16155255000000,55170,40596
295322862,166.67,16691517000000,56520,41143
297749735,171.33000000000004,17427609000000,58531,42769
300078511,175.40999999999997,18120714000000,60387,44189
2737400,178.61000000000004,4732017873,1729,287
2757600,172.46999999999997,5880112788,2132,262
2778900,164.43,7367494080,2651,258
2799600,164.46,8213515459,2934,268
2820700,196.45999999999998,8438951476,2992,344
2834000,180.67,9298839655,3281,315
2896228,223.02,15002106518,5180,418
2920296,214.0,17474647792,5984,406
2943816,237.94,19297663097,6555,427
2967278,187.92999999999998,20515543039,6914,393
2991662,233.91,23969823010,8012,456
3014887,264.08,25385928198,8420,521
3034833,243.62000000000003,23983945191,7903,450
3050169,274.27000000000004,22823255802,7483,555
3061024,236.12,20898788417,6827,499
3065257,331.69,13606494599,4439,675
3065772,259.25000000000006,12045631093,3929,535
3066489,258.49,13686329890,4463,520
3070178,241.31000000000003,17362857684,5655,498
3077445,248.10999999999999,19579457966,6362,528
3087957,266.31,23410572634,7581,576
3100791,234.53,30366213119,9793,523
3114306,237.75,31660911277,10166,511
3127306,257.43,40284481652,12882,547
3151939,264.34999999999997,51264390116,16264,599
3164670,249.09,57531233351,18179,546
3177645,248.63999999999993,57236013086,18012,591
3190795,270.02000000000004,53274304222,16696,630
17165700,129.35999999999999,13360607918,778,1459
17347800,124.17999999999999,13677622222,788,1393
18257000,111.28999999999999,12941297376,709,1344
18509300,111.76,13099013836,708,1355
19144700,110.85,12899156991,674,1419
19599000,111.3,13350468917,681,1485
19854500,125.05999999999999,13948892216,703,1699
20364300,110.58,14744603774,724,1554
20861200,108.3,14988971211,719,1620
21329916,113.32999999999998,17078465982,801,1795
21789067,120.31,13760374488,632,1919
22231527,115.92,11401351420,513,1914
22632256,95.28,9687951055,428,1576
22982883,82.05999999999999,10128112401,441,1416
23300841,68.03999999999999,12030023548,516,1251
23600347,67.80999999999999,14307509839,606,1221
25288102,60.86,33689223673,1332,1399
25651783,63.23000000000001,39332770929,1533,1464
25978049,67.14,45915191189,1767,1640
26381830,77.53000000000003,51821573338,1964,1835
26838924,78.85999999999999,57690453461,2150,1950
27313507,85.11999999999999,63067077179,2309,2095
